,Method,$\widehat{\beta}$,seed,label_ct
0,active (partial),0.393939393939394,1,800.0
1,active (shifted),0.3434343434343435,1,800.0
2,active (partial+q_cv),0.36363636363636365,1,800.0
3,active (partial+sep_cv),0.38383838383838387,1,800.0
4,sample everything,0.36363636363636365,1,800.0
